,AGE,ST004D01T,ST001D01T,ESCS,ICTRES,DURECEC,EXPECEDU,MISCED,IMMIG,PV1MATH,PV1READ,PV1SCIE,PV1MCCR,PV1MCQN,PV1MCSS,PV1MCUD,PV1MPEM,PV1MPFS,PV1MPRE,MATHMOT,MATHEASE,MATHPREF,MATHEFF,MATHEF21,MATHPERS,FAMCON,SDLEFF,COGACRCO,COGACMCO,CURIOAGR,ASSERAGR,COOPAGR,EMOCOAGR,EMPATAGR,PERSEVAGR,STRESAGR
336,15.42,Female,Grade 10,-0.319,Not Applicable,Attended ECEC for at least two but less than three years,ISCED Level 3.4,ISCED level 5,Native student,454.958,410.746,453.594,476.103,458.915,487.809,462.997,458.827,486.259,416.491,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.1905,0.6751,1.1637,-0.5497,-0.3852,0.0433,1.0209,0.5792,0.2758,0.3766,No Response,0.0928,1.048,1.0412
337,15.42,Male,Grade 10,-0.3975,Not Applicable,No Response,ISCED Level 5,ISCED level 7,Native student,490.132,576.334,514.105,492.129,438.771,438.591,466.45,510.078,471.667,397.492,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.4905,-1.4334,-0.1272,-0.6804,-1.0335,0.35,-0.1722,-0.3747,-0.7918,0.3178,-0.5088,0.4071,-0.3877,0.2362
338,15.92,Female,Grade 10,0.0358,Not Applicable,No Response,ISCED level 7 ,ISCED level 7,Native student,430.766,464.653,481.877,379.134,465.812,548.101,420.253,439.233,499.072,484.315,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.0642,-2.0966,-1.0737,-0.9098,-0.3316,-1.0664,-1.7475,-0.3613,0.3775,0.0239,-0.4093,-0.4906,-0.6208,-0.5749
339,15.75,Male,Grade 10,-1.4466,-2.0065,No Response,ISCED Level 6,ISCED level 3.3,No Response,356.305,205.875,311.371,308.618,333.844,382.789,326.712,350.138,304.295,387.805,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.5882,0.7239,-0.1113,-0.0983,-0.6536,0.8185,1.1174,Not Applicable,0.7175,Not Applicable,1.8189,-0.1854,Not Applicable,0.6694
340,15.42,Female,Grade 10,-0.9736,-2.0273,Attended ECEC for at least eight years,ISCED Level 8,ISCED level 8,Native student,377.539,371.367,395.347,349.882,371.28,430.841,299.453,369.837,268.792,453.778,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.3854,-1.0398,-0.9085,1.0469,No Response,0.047,1.2801,-1.7427,-0.5917,Not Applicable,-0.7865,Not Applicable,4.2913,1.4913
341,15.58,Male,Grade 10,-0.8286,-1.6054,No Response,No Response,ISCED level 3.4,Native student,295.633,307.542,247.437,275.825,302.162,342.71,359.273,327.256,421.326,329.799,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.3854,-0.411,-0.7323,Not Applicable,-0.535,-0.1497,0.3608,-0.3654,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
342,15.58,Male,Grade 9,0.9086,1.6653,Attended ECEC for at least one but less than two years,No Response,ISCED level 5,No Response,250.446,384.785,398.607,194.405,340.419,186.926,343.531,327.175,304.687,268.44,No Response,No Response,No Response,Not Applicable,No Response,No Response,Not Applicable,No Response,No Response,No Response,No Response,Not Applicable,Not Applicable,No Response,Not Applicable,Not Applicable,Not Applicable
343,15.83,Male,Grade 9,-0.8176,Not Applicable,Attended ECEC for at least two but less than three years,No Response,ISCED level 3.3,Native student,351.706,315.371,416.407,293.374,338.843,380.082,310.416,354.873,340.853,278.96,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.5391,-2.2981,-1.2287,0.2618,-0.9772,-0.7986,0.8359,-0.7328,-0.6762,0.2441,0.0414,-0.3857,-0.3282,0.1045
344,15.92,Female,Grade 9,-0.4296,Not Applicable,Attended ECEC for at least one but less than two years,ISCED level 7 ,ISCED level 5,Native student,660.341,586.712,648.439,545.045,515.603,588.868,538.926,597.805,567.562,600.137,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.799,0.7597,-0.1075,Not Applicable,No Response,0.2992,1.2669,1.7312,1.0102,1.3014,0.0987,0.7608,0.77,0.2412
345,15.92,Male,Grade 9,0.2156,1.5612,Attended ECEC for at least six but less than seven years,ISCED Level 2,ISCED level 8,Native student,295.106,242.415,238.014,319.007,265.074,233.312,340.95,279.717,340.014,294.994,More motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.3593,1.0488,0.3508,-0.229,-0.513,-0.2126,0.2211,-0.9764,0.3416,Not Applicable,-1.1568,Not Applicable,-0.2809,Not Applicable
346,15.42,Female,Grade 10,-0.865,-0.1011,Attended ECEC for at least two but less than three years,ISCED Level 3.4,ISCED level 3.4,Native student,493.77,511.036,451.12,451.562,440.188,383.976,536.683,472.155,528.394,540.663,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.009,-0.776,-0.0871,0.3506,0.1852,0.0224,0.2385,-1.0914,-1.1935,-1.2787,0.3182,-0.42,-0.5247,-0.4752
347,15.92,Female,Invalid,0.5333,-0.3507,Attended ECEC for at least five but less than six years,ISCED Level 5,ISCED level 6,Native student,368.865,414.889,342.53,437.517,419.283,435.094,408.476,460.157,396.403,469.401,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.0966,-0.6334,-0.5378,0.9025,-2.2968,0.2439,0.5955,No Response,No Response,No Response,No Response,No Response,No Response,No Response
348,16.08,Female,Grade 10,0.6574,Not Applicable,Attended ECEC for at least four but less than five years,ISCED level 7 ,ISCED level 5,Native student,605.481,634.396,565.541,599.699,572.537,593.643,594.753,672.745,638.482,636.096,More motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.3635,0.662,-0.1209,3.2357,0.3896,0.1105,-0.0945,0.3897,0.5589,0.8068,0.2294,0.9696,0.4801,-0.0628
349,15.92,Female,Grade 10,1.1824,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 8,Native student,504.682,473.282,432.229,558.728,603.929,483.728,668.371,566.12,580.531,513.783,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.0462,0.0253,0.2202,1.0328,0.962,-0.6662,-1.1657,0.592,0.5853,-0.285,0.3811,0.1673,0.2023,0.3175
350,15.58,Female,Grade 9,-0.3322,0.8771,Attended ECEC for at least four but less than five years,No Response,ISCED level 1,Native student,367.846,277.521,339.21,352.269,394.739,368.27,365.084,335.531,343.744,394.766,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-0.0959,-0.3904,-1.6567,No Response,Not Applicable,4.097,No Response
351,15.58,Female,Grade 9,-2.1232,Not Applicable,Attended ECEC for at least two but less than three years,ISCED Level 8,ISCED level 1,Native student,398.605,398.838,403.958,375.029,412.848,417.135,389.264,373.333,397.198,357.256,Not more motivated to do well in mathematics than other subjects,No Response,No preference for mathematics over other subjects,-1.2531,0.4026,-0.5019,-0.335,-0.3483,-0.5204,0.2756,1.0503,-0.0786,Not Applicable,0.6261,-1.1129,0.947,0.0756
352,15.67,Male,Grade 10,-2.9278,-2.1845,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 1,Native student,350.009,302.603,386.915,348.911,357.985,378.561,377.751,322.573,378.276,348.096,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-3.435,-2.2319,-0.5463,3.3397,No Response,-2.4181,-1.7654,-0.7023,-0.1053,Not Applicable,-0.0067,-0.8842,-1.0927,Not Applicable
353,15.92,Female,Grade 10,0.8894,1.4566,Attended ECEC for at least one but less than two years,ISCED Level 3.3,ISCED level 8,Native student,338.665,282.199,412.277,434.3,400.752,360.11,362.716,351.149,384.988,345.885,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.1066,0.6619,-0.4493,Not Applicable,-0.173,0.5081,0.9414,-0.2032,Not Applicable,Not Applicable,-0.1557,-0.8372,Not Applicable,Not Applicable
354,15.5,Male,Grade 11,No Response,No Response,No Response,No Response,No Response,No Response,474.817,425.507,493.667,426.953,449.41,445.89,437.595,500.569,484.696,496.048,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
355,15.58,Female,Grade 9,0.7043,Not Applicable,No Response,ISCED Level 3.4,ISCED level 7,Native student,456.307,472.895,465.073,465.564,482.103,455.639,510.494,509.104,536.91,462.628,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.8103,-0.5757,-0.0869,-0.2594,-0.9895,0.7134,0.1863,0.0012,-0.183,1.164,-0.1539,-0.6364,0.8158,-0.2266
356,16.33,Female,Grade 9,-1.4905,-0.6348,Attended ECEC for at least one but less than two years,ISCED Level 2,ISCED level 4,Native student,264.008,371.783,302.932,238.87,305.128,294.102,341.789,306.095,255.36,338.008,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.44,0.1501,-0.1578,-0.2564,No Response,-0.5138,0.3466,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
357,15.92,Male,Grade 9,0.8504,Not Applicable,No Response,ISCED level 7 ,ISCED level 6,Native student,512.315,464.944,498.912,508.667,493.758,457.194,543.027,479.008,489.98,500.41,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.4312,0.6728,0.6433,Not Applicable,No Response,0.2072,0.8822,-0.0027,1.3703,-0.9376,1.5341,-0.9089,-0.6166,1.4498
358,16.17,Male,Grade 10,0.8935,1.2506,Attended ECEC for at least two but less than three years,ISCED Level 6,ISCED level 6,Second-Generation student,527.895,518.819,496.884,486.873,538.889,472.729,508.706,445.071,484.403,488.014,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.1511,0.6442,0.6761,0.2793,0.2618,0.2419,0.9412,0.4706,1.1811,0.7052,0.8025,-0.3853,0.6855,0.9926
359,16.08,Male,Grade 7,-0.511,-1.9663,No Response,ISCED level 7 ,ISCED level 8,Second-Generation student,264.548,257.097,215.625,298.861,265.486,389.875,213.816,228.51,377.789,300.423,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-1.892,0.2592,0.4094,Not Applicable,0.6868,-0.499,-0.1618,-1.0088,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
360,15.58,Male,Grade 10,1.0855,1.1303,Attended ECEC for at least one but less than two years,ISCED level 7 ,ISCED level 8,First-Generation student,575.489,611.584,570.506,551.558,542.024,656.992,673.646,539.508,599.037,551.15,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,2.0886,1.8071,2.2377,3.4827,1.8653,3.0721,1.7836,-0.8368,-0.1745,0.5593,1.431,0.712,0.6949,1.958
361,15.75,Female,Grade 10,No Response,No Response,No Response,No Response,No Response,No Response,526.807,573.527,584.686,594.766,606.485,601.402,604.836,503.954,535.04,528.967,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
362,15.83,Female,Grade 10,-1.4541,-1.912,Attended ECEC for at least two but less than three years,No Response,ISCED level 3.4,Native student,343.953,351.043,354.662,360.902,395.411,323.122,379.996,334.889,324.513,292.314,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,0.5022,0.5451,-0.0093,Not Applicable,0.1531,-0.4788,Not Applicable,-0.4982,Not Applicable
363,15.33,Female,Grade 9,-0.6075,Not Applicable,Attended ECEC for at least six but less than seven years,ISCED level 7 ,ISCED level 4,Native student,400.212,423.606,393.949,398.534,358.229,482.381,341.196,390.033,423.928,428.995,More motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,0.8054,-0.4331,Not Applicable,No Response,1.7085,0.4954,0.0324,Not Applicable,Not Applicable,-0.8763,Not Applicable,Not Applicable,Not Applicable
364,16.08,Male,Grade 10,-1.3133,-1.3115,Attended ECEC for at least one but less than two years,No Response,ISCED level 2,No Response,383.992,298.721,312.497,297.843,363.337,281.279,320.824,382.745,421.798,322.666,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-1.1751,No Response,No Response,No Response,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
365,15.75,Male,Grade 9,0.1926,Not Applicable,No Response,No Response,ISCED level 6,Native student,446.563,431.84,427.311,369.204,408.303,397.557,411.64,429.621,449.706,442.753,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
366,15.92,Female,Grade 10,-0.9949,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 2,Native student,577.306,576.307,597.094,620.796,556.325,609.298,478.652,608.487,493.338,507.265,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.4393,0.1361,-1.2281,2.8475,0.6011,-0.9728,0.1602,-0.3179,0.3305,-0.715,0.1339,-0.0763,-0.4043,0.1976
